method_name,implementation,target_verify_mode,model_pair,target,draft,prompt_id,repeat,rtt_ms,upload_token_bytes,upload_bandwidth_mbps,uplink_bandwidth_mbps,downlink_token_bytes,downlink_fixed_bytes,downlink_bandwidth_mbps,max_new_tokens,draft_k,tree_width,generated_tokens,accepted_tokens,drafted_tokens,accept_rate,rounds,target_only_time,method_time,speedup_vs_target_only,matched_target_only,first_diff_index,extra_json,prefill_time,draft_generate_time,draft_structure_time,upload_wait_time,upload_latency_time,upload_transfer_time,upload_payload_bytes,uplink_transfer_time,network_wait_time,downlink_transfer_time,downlink_payload_bytes,cloud_verify_time,target_verify_time,posterior_accept_time,cache_update_time,sampling_time,wasted_branch_time_or_tokens,total_decode_time
target-only,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,0.0,4,0.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.8804406058043242,0.8804406058043242,1.0,True,-1,{},0.05032508075237274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8133842349052429,0.8133842349052429,0.0,0.005683813244104385,0.00873919390141964,0.0,0.8804406058043242
vanilla-spec,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,0.0,4,0.0,10.0,4,4,10.0,32,4,2,32,20,52,0.38461538461538464,13,0.8804406058043242,3.2426587492227554,0.27151811951083665,True,-1,"{""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.05209270492196083,0.8112210929393768,0.0,0.0002495999999999999,0.0,0.00016639999999999998,208.0,0.00016639999999999998,0.0,8.319999999999999e-05,104.0,1.295372935011983,1.295372935011983,8.984096348285675e-05,1.0453992243856192,0.02356819622218609,0.0,3.2426587492227554
dsd-adaptive-draft,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,0.0,4,0.0,10.0,4,4,10.0,32,4,2,32,19,33,0.5757575757575758,14,0.8804406058043242,2.383014878258109,0.369465005794631,True,-1,"{""draft_k_history"": [4, 3, 2, 1, 1, 1, 1, 1, 1, 2, 3, 4, 5, 4], ""mean_draft_k"": 2.357142857142857, ""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.04459013603627682,0.4062429666519165,0.0,0.00019519999999999992,0.0,0.00010559999999999998,132.0,0.00010559999999999998,0.0,8.959999999999998e-05,112.0,0.816234128549695,0.816234128549695,0.00010258704423904419,1.0870841760188341,0.014436667785048485,0.0,2.383014878258109
target-only,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,5.0,4,0.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.8804406058043242,0.8804406058043242,1.0,True,-1,{},0.05032508075237274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8133842349052429,0.8133842349052429,0.0,0.005683813244104385,0.00873919390141964,0.0,0.8804406058043242
vanilla-spec,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,5.0,4,0.0,10.0,4,4,10.0,32,4,2,32,20,52,0.38461538461538464,13,0.8804406058043242,3.322062188759446,0.26502833354035016,True,-1,"{""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.042221734300255775,0.8063639309257269,0.0,0.0652496,0.06500000000000002,0.00016639999999999998,208.0,0.00016639999999999998,0.06500000000000002,8.319999999999999e-05,104.0,1.3089646510779858,1.3089646510779858,0.00010730139911174774,1.0612960327416658,0.022247156128287315,0.0,3.322062188759446
dsd-adaptive-draft,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,5.0,4,0.0,10.0,4,4,10.0,32,4,2,32,19,33,0.5757575757575758,14,0.8804406058043242,2.4915424082428217,0.3533717117924801,True,-1,"{""draft_k_history"": [4, 3, 2, 1, 1, 1, 1, 1, 1, 2, 3, 4, 5, 4], ""mean_draft_k"": 2.357142857142857, ""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.06121675856411457,0.3937652222812176,0.0,0.0701952,0.07000000000000002,0.00010559999999999998,132.0,0.00010559999999999998,0.07000000000000002,8.959999999999998e-05,112.0,0.8301753532141447,0.8301753532141447,0.0001003853976726532,1.1074495129287243,0.012291856110095978,0.0,2.4915424082428217
target-only,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,10.0,4,0.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.8804406058043242,0.8804406058043242,1.0,True,-1,{},0.05032508075237274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8133842349052429,0.8133842349052429,0.0,0.005683813244104385,0.00873919390141964,0.0,0.8804406058043242
vanilla-spec,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,10.0,4,0.0,10.0,4,4,10.0,32,4,2,32,20,52,0.38461538461538464,13,0.8804406058043242,3.4622932616621256,0.25429405866724747,True,-1,"{""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.04192477464675903,0.8042077459394932,0.0,0.13024959999999997,0.13000000000000003,0.00016639999999999998,208.0,0.00016639999999999998,0.13000000000000003,8.319999999999999e-05,104.0,1.3153310921043158,1.3153310921043158,0.00012782402336597443,1.1336737759411335,0.019800106063485146,0.0,3.4622932616621256
dsd-adaptive-draft,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,10.0,4,0.0,10.0,4,4,10.0,32,4,2,32,19,33,0.5757575757575758,14,0.8804406058043242,2.6942683570086956,0.32678281787113106,True,-1,"{""draft_k_history"": [4, 3, 2, 1, 1, 1, 1, 1, 1, 2, 3, 4, 5, 4], ""mean_draft_k"": 2.357142857142857, ""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.042986124753952026,0.400229562073946,0.0,0.14019519999999996,0.14000000000000004,0.00010559999999999998,132.0,0.00010559999999999998,0.14000000000000004,8.959999999999998e-05,112.0,0.9193469192832708,0.9193469192832708,0.00014273636043071747,1.1618525050580502,0.012653959915041924,0.0,2.6942683570086956
target-only,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,20.0,4,0.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.8804406058043242,0.8804406058043242,1.0,True,-1,{},0.05032508075237274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8133842349052429,0.8133842349052429,0.0,0.005683813244104385,0.00873919390141964,0.0,0.8804406058043242
vanilla-spec,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,20.0,4,0.0,10.0,4,4,10.0,32,4,2,32,20,52,0.38461538461538464,13,0.8804406058043242,3.882361715659499,0.22677964349717042,True,-1,"{""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.043512940406799316,0.87137321382761,0.0,0.26024959999999997,0.26000000000000006,0.00016639999999999998,208.0,0.00016639999999999998,0.26000000000000006,8.319999999999999e-05,104.0,1.4500019550323486,1.4500019550323486,0.00024132244288921356,1.2146406639367342,0.018856467679142952,0.0,3.882361715659499
dsd-adaptive-draft,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,20.0,4,0.0,10.0,4,4,10.0,32,4,2,32,19,33,0.5757575757575758,14,0.8804406058043242,2.9036168195307255,0.30322203669650133,True,-1,"{""draft_k_history"": [4, 3, 2, 1, 1, 1, 1, 1, 1, 2, 3, 4, 5, 4], ""mean_draft_k"": 2.357142857142857, ""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.042978523299098015,0.41431133449077606,0.0,0.28019520000000003,0.2800000000000001,0.00010559999999999998,132.0,0.00010559999999999998,0.2800000000000001,8.959999999999998e-05,112.0,0.9275940079241991,0.9275940079241991,0.00030336901545524597,1.2073476035147905,0.012507997453212738,0.0,2.9036168195307255
target-only,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,50.0,4,0.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.8804406058043242,0.8804406058043242,1.0,True,-1,{},0.05032508075237274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8133842349052429,0.8133842349052429,0.0,0.005683813244104385,0.00873919390141964,0.0,0.8804406058043242
vanilla-spec,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,50.0,4,0.0,10.0,4,4,10.0,32,4,2,32,20,52,0.38461538461538464,13,0.8804406058043242,3.980411883443594,0.2211933416907157,True,-1,"{""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.04404347762465477,0.8485833369195461,0.0,0.6502495999999999,0.6500000000000002,0.00016639999999999998,208.0,0.00016639999999999998,0.6500000000000002,8.319999999999999e-05,104.0,1.3269249219447374,1.3269249219447374,9.595602750778198e-05,1.0759915374219418,0.016648447141051292,0.0,3.980411883443594
dsd-adaptive-draft,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,50.0,4,0.0,10.0,4,4,10.0,32,4,2,32,19,33,0.5757575757575758,14,0.8804406058043242,3.2478323709219694,0.27108560579879665,True,-1,"{""draft_k_history"": [4, 3, 2, 1, 1, 1, 1, 1, 1, 2, 3, 4, 5, 4], ""mean_draft_k"": 2.357142857142857, ""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.04565918818116188,0.39721900410950184,0.0,0.7001951999999999,0.7000000000000003,0.00010559999999999998,132.0,0.00010559999999999998,0.7000000000000003,8.959999999999998e-05,112.0,0.9505077674984932,0.9505077674984932,0.00011934898793697357,1.1262612771242857,0.010121811181306839,0.0,3.2478323709219694
target-only,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,100.0,4,0.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.8804406058043242,0.8804406058043242,1.0,True,-1,{},0.05032508075237274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8133842349052429,0.8133842349052429,0.0,0.005683813244104385,0.00873919390141964,0.0,0.8804406058043242
vanilla-spec,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,100.0,4,0.0,10.0,4,4,10.0,32,4,2,32,20,52,0.38461538461538464,13,0.8804406058043242,4.654049515724182,0.18917731812471386,True,-1,"{""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.04385666735470295,0.7988443337380886,0.0,1.3002496,1.3000000000000005,0.00016639999999999998,208.0,0.00016639999999999998,1.3000000000000005,8.319999999999999e-05,104.0,1.4125996306538582,1.4125996306538582,0.00010227411985397339,1.066808544099331,0.014616483822464943,0.0,4.654049515724182
dsd-adaptive-draft,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,100.0,4,0.0,10.0,4,4,10.0,32,4,2,32,19,33,0.5757575757575758,14,0.8804406058043242,3.874212484806776,0.2272566642271392,True,-1,"{""draft_k_history"": [4, 3, 2, 1, 1, 1, 1, 1, 1, 2, 3, 4, 5, 4], ""mean_draft_k"": 2.357142857142857, ""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.04331468045711517,0.38770389184355736,0.0,1.4001952000000002,1.4000000000000006,0.00010559999999999998,132.0,0.00010559999999999998,1.4000000000000006,8.959999999999998e-05,112.0,0.8566003497689962,0.8566003497689962,0.00014887377619743347,1.154782261699438,0.01359156146645546,0.0,3.874212484806776
target-only,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,150.0,4,0.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.8804406058043242,0.8804406058043242,1.0,True,-1,{},0.05032508075237274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8133842349052429,0.8133842349052429,0.0,0.005683813244104385,0.00873919390141964,0.0,0.8804406058043242
vanilla-spec,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,150.0,4,0.0,10.0,4,4,10.0,32,4,2,32,20,52,0.38461538461538464,13,0.8804406058043242,5.28861059807241,0.16647862221605553,True,-1,"{""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.04358314163982868,0.8373002968728542,0.0,1.9502495999999998,1.9499999999999993,0.00016639999999999998,208.0,0.00016639999999999998,1.9499999999999993,8.319999999999999e-05,104.0,1.3203495740890503,1.3203495740890503,0.00018662773072719574,1.1054311823099852,0.013410355895757675,0.0,5.28861059807241
dsd-adaptive-draft,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,150.0,4,0.0,10.0,4,4,10.0,32,4,2,32,19,33,0.5757575757575758,14,0.8804406058043242,4.852254215627909,0.18144981006325742,True,-1,"{""draft_k_history"": [4, 3, 2, 1, 1, 1, 1, 1, 1, 2, 3, 4, 5, 4], ""mean_draft_k"": 2.357142857142857, ""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.045574579387903214,0.40050078369677067,0.0,2.100195199999999,2.0999999999999996,0.00010559999999999998,132.0,0.00010559999999999998,2.0999999999999996,8.959999999999998e-05,112.0,0.9266683422029018,0.9266683422029018,0.0002466365694999695,1.3443899732083082,0.015178853645920753,0.0,4.852254215627909
target-only,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,200.0,4,0.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.8804406058043242,0.8804406058043242,1.0,True,-1,{},0.05032508075237274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8133842349052429,0.8133842349052429,0.0,0.005683813244104385,0.00873919390141964,0.0,0.8804406058043242
vanilla-spec,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,200.0,4,0.0,10.0,4,4,10.0,32,4,2,32,20,52,0.38461538461538464,13,0.8804406058043242,5.995994001626968,0.1468381398589497,True,-1,"{""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.04484914429485798,0.8200963083654642,0.0,2.6002495999999997,2.600000000000001,0.00016639999999999998,208.0,0.00016639999999999998,2.600000000000001,8.319999999999999e-05,104.0,1.3845441341400146,1.3845441341400146,0.00021968595683574677,1.1037653908133507,0.023112675175070763,0.0,5.995994001626968
dsd-adaptive-draft,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,0,200.0,4,0.0,10.0,4,4,10.0,32,4,2,32,19,33,0.5757575757575758,14,0.8804406058043242,5.402885377407074,0.16295748369676885,True,-1,"{""draft_k_history"": [4, 3, 2, 1, 1, 1, 1, 1, 1, 2, 3, 4, 5, 4], ""mean_draft_k"": 2.357142857142857, ""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.04491608589887619,0.4198214616626501,0.0,2.800195199999999,2.800000000000001,0.00010559999999999998,132.0,0.00010559999999999998,2.800000000000001,8.959999999999998e-05,112.0,0.8859301116317511,0.8859301116317511,0.00017767027020454407,1.2163246534764767,0.01499900035560131,0.0,5.402885377407074
target-only,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,1,0.0,4,0.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.8430065084248781,0.8430065084248781,1.0,True,-1,{},0.02387572079896927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8025124948471785,0.8025124948471785,0.0,0.005639035254716873,0.008631475269794464,0.0,0.8430065084248781
vanilla-spec,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,1,0.0,4,0.0,10.0,4,4,10.0,32,4,2,32,20,52,0.38461538461538464,13,0.8430065084248781,3.2767631709575653,0.2572680613284991,True,-1,"{""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.0450261514633894,0.8007483724504709,0.0,0.0002495999999999999,0.0,0.00016639999999999998,208.0,0.00016639999999999998,0.0,8.319999999999999e-05,104.0,1.2789848856627941,1.2789848856627941,9.85804945230484e-05,1.1128314957022667,0.024204935878515244,0.0,3.2767631709575653
dsd-adaptive-draft,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,1,0.0,4,0.0,10.0,4,4,10.0,32,4,2,32,19,33,0.5757575757575758,14,0.8430065084248781,2.4279052019119263,0.347215578170444,True,-1,"{""draft_k_history"": [4, 3, 2, 1, 1, 1, 1, 1, 1, 2, 3, 4, 5, 4], ""mean_draft_k"": 2.357142857142857, ""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.043764831498265266,0.41490854136645794,0.0,0.00019519999999999992,0.0,0.00010559999999999998,132.0,0.00010559999999999998,0.0,8.959999999999998e-05,112.0,0.8542224504053593,0.8542224504053593,0.00010283663868904114,1.0853299759328365,0.015142964199185371,0.0,2.4279052019119263
target-only,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,1,5.0,4,0.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.8430065084248781,0.8430065084248781,1.0,True,-1,{},0.02387572079896927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8025124948471785,0.8025124948471785,0.0,0.005639035254716873,0.008631475269794464,0.0,0.8430065084248781
vanilla-spec,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,1,5.0,4,0.0,10.0,4,4,10.0,32,4,2,32,20,52,0.38461538461538464,13,0.8430065084248781,3.3735751193016768,0.24988520445318518,True,-1,"{""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.04478280059993267,0.8100712914019823,0.0,0.0652496,0.06500000000000002,0.00016639999999999998,208.0,0.00016639999999999998,0.06500000000000002,8.319999999999999e-05,104.0,1.3468355629593134,1.3468355629593134,9.906105697154999e-05,1.0699828136712313,0.02022624760866165,0.0,3.3735751193016768
dsd-adaptive-draft,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,1,5.0,4,0.0,10.0,4,4,10.0,32,4,2,32,19,33,0.5757575757575758,14,0.8430065084248781,2.5673084631562233,0.3283619870860763,True,-1,"{""draft_k_history"": [4, 3, 2, 1, 1, 1, 1, 1, 1, 2, 3, 4, 5, 4], ""mean_draft_k"": 2.357142857142857, ""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.04464258253574371,0.4045975264161825,0.0,0.0701952,0.07000000000000002,0.00010559999999999998,132.0,0.00010559999999999998,0.07000000000000002,8.959999999999998e-05,112.0,0.8751187119632959,0.8751187119632959,0.00011175312101840973,1.142666907981038,0.013038985431194305,0.0,2.5673084631562233
target-only,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,1,10.0,4,0.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.8430065084248781,0.8430065084248781,1.0,True,-1,{},0.02387572079896927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8025124948471785,0.8025124948471785,0.0,0.005639035254716873,0.008631475269794464,0.0,0.8430065084248781
vanilla-spec,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,1,10.0,4,0.0,10.0,4,4,10.0,32,4,2,32,20,52,0.38461538461538464,13,0.8430065084248781,3.490466631948948,0.24151685070089737,True,-1,"{""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.04525092989206314,0.8150628916919231,0.0,0.13024959999999997,0.13000000000000003,0.00016639999999999998,208.0,0.00016639999999999998,0.13000000000000003,8.319999999999999e-05,104.0,1.3409821093082428,1.3409821093082428,0.00011111237108707428,1.1185596827417612,0.01922418735921383,0.0,3.490466631948948
dsd-adaptive-draft,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,1,10.0,4,0.0,10.0,4,4,10.0,32,4,2,32,19,33,0.5757575757575758,14,0.8430065084248781,2.6724010314792395,0.3154491030705273,True,-1,"{""draft_k_history"": [4, 3, 2, 1, 1, 1, 1, 1, 1, 2, 3, 4, 5, 4], ""mean_draft_k"": 2.357142857142857, ""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.04415823519229889,0.42604384757578373,0.0,0.14019519999999996,0.14000000000000004,0.00010559999999999998,132.0,0.00010559999999999998,0.14000000000000004,8.959999999999998e-05,112.0,0.8821364585310221,0.8821364585310221,0.00012671016156673431,1.1509502083063126,0.011230621486902237,0.0,2.6724010314792395
target-only,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,1,20.0,4,0.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.8430065084248781,0.8430065084248781,1.0,True,-1,{},0.02387572079896927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8025124948471785,0.8025124948471785,0.0,0.005639035254716873,0.008631475269794464,0.0,0.8430065084248781
vanilla-spec,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,1,20.0,4,0.0,10.0,4,4,10.0,32,4,2,32,20,52,0.38461538461538464,13,0.8430065084248781,3.6875289492309093,0.2286101397524486,True,-1,"{""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.0434561837464571,0.8042377829551697,0.0,0.26024959999999997,0.26000000000000006,0.00016639999999999998,208.0,0.00016639999999999998,0.26000000000000006,8.319999999999999e-05,104.0,1.3688711896538734,1.3688711896538734,0.00020577944815158844,1.1734394785016775,0.01927100494503975,0.0,3.6875289492309093
dsd-adaptive-draft,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,1,20.0,4,0.0,10.0,4,4,10.0,32,4,2,32,19,33,0.5757575757575758,14,0.8430065084248781,2.943057596683502,0.2864390113787961,True,-1,"{""draft_k_history"": [4, 3, 2, 1, 1, 1, 1, 1, 1, 2, 3, 4, 5, 4], ""mean_draft_k"": 2.357142857142857, ""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.06848744489252567,0.40260643884539604,0.0,0.28019520000000003,0.2800000000000001,0.00010559999999999998,132.0,0.00010559999999999998,0.2800000000000001,8.959999999999998e-05,112.0,0.9278684910386801,0.9278684910386801,0.00021184980869293213,1.2325512748211622,0.012895315885543823,0.0,2.943057596683502
target-only,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,1,50.0,4,0.0,10.0,4,4,10.0,32,4,2,32,0,0,0.0,0,0.8430065084248781,0.8430065084248781,1.0,True,-1,{},0.02387572079896927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8025124948471785,0.8025124948471785,0.0,0.005639035254716873,0.008631475269794464,0.0,0.8430065084248781
vanilla-spec,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,1,50.0,4,0.0,10.0,4,4,10.0,32,4,2,32,20,52,0.38461538461538464,13,0.8430065084248781,4.108351822942495,0.20519335849408768,True,-1,"{""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.050443029031157494,0.8738609794527292,0.0,0.6502495999999999,0.6500000000000002,0.00016639999999999998,208.0,0.00016639999999999998,0.6500000000000002,8.319999999999999e-05,104.0,1.3536701537668705,1.3536701537668705,0.0001264084130525589,1.1437858287245035,0.017305415123701096,0.0,4.108351822942495
dsd-adaptive-draft,kv-cache,sequential,qwen25-1p5b-local,/home/chajiahao/data/hf_models/Qwen2.5-1.5B,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,0,1,50.0,4,0.0,10.0,4,4,10.0,32,4,2,32,19,33,0.5757575757575758,14,0.8430065084248781,3.2742873560637236,0.2574625916273647,True,-1,"{""draft_k_history"": [4, 3, 2, 1, 1, 1, 1, 1, 1, 2, 3, 4, 5, 4], ""mean_draft_k"": 2.357142857142857, ""target_verify_mode"": ""sequential"", ""state_update_mode"": ""target_only_step""}",0.059175485745072365,0.3953433111310005,0.0,0.7001951999999999,0.7000000000000003,0.00010559999999999998,132.0,0.00010559999999999998,0.7000000000000003,8.959999999999998e-05,112.0,0.913038732483983,0.913038732483983,0.0001553073525428772,1.1749179996550083,0.012881206348538399,0.0,3.2742873560637236
