method_name,implementation,model_pair,rtt_ms,method_time,speedup_vs_target_only,prefill_time_share,draft_generate_time_share,draft_structure_time_share,uplink_transfer_time_share,network_wait_time_share,cloud_verify_time_share,downlink_transfer_time_share,posterior_accept_time_share,cache_update_time_share,sampling_time_share,prefill_time_percent,draft_generate_time_percent,draft_structure_time_percent,uplink_transfer_time_percent,network_wait_time_percent,cloud_verify_time_percent,downlink_transfer_time_percent,posterior_accept_time_percent,cache_update_time_percent,sampling_time_percent
target-only,kv-cache,qwen25-1p5b-local,10.0,0.8301763997723659,1.0,0.03221086508098427,0.0,0.0,0.0,0.0,0.9537041223053957,0.0,0.0,0.0048041173088384645,0.006636326797290871,3.2210865080984274,0.0,0.0,0.0,0.0,95.37041223053957,0.0,0.0,0.4804117308838464,0.6636326797290871
target-only,kv-cache,qwen25-1p5b-local,20.0,0.8301763997723659,1.0,0.03221086508098427,0.0,0.0,0.0,0.0,0.9537041223053957,0.0,0.0,0.0048041173088384645,0.006636326797290871,3.2210865080984274,0.0,0.0,0.0,0.0,95.37041223053957,0.0,0.0,0.4804117308838464,0.6636326797290871
target-only,kv-cache,qwen25-1p5b-local,50.0,0.8301763997723659,1.0,0.03221086508098427,0.0,0.0,0.0,0.0,0.9537041223053957,0.0,0.0,0.0048041173088384645,0.006636326797290871,3.2210865080984274,0.0,0.0,0.0,0.0,95.37041223053957,0.0,0.0,0.4804117308838464,0.6636326797290871
target-only,kv-cache,qwen25-1p5b-local,100.0,0.8301763997723659,1.0,0.03221086508098427,0.0,0.0,0.0,0.0,0.9537041223053957,0.0,0.0,0.0048041173088384645,0.006636326797290871,3.2210865080984274,0.0,0.0,0.0,0.0,95.37041223053957,0.0,0.0,0.4804117308838464,0.6636326797290871
target-only,kv-cache,qwen25-1p5b-local,150.0,0.8301763997723659,1.0,0.03221086508098427,0.0,0.0,0.0,0.0,0.9537041223053957,0.0,0.0,0.0048041173088384645,0.006636326797290871,3.2210865080984274,0.0,0.0,0.0,0.0,95.37041223053957,0.0,0.0,0.4804117308838464,0.6636326797290871
target-only,kv-cache,qwen25-1p5b-local,200.0,0.8301763997723659,1.0,0.03221086508098427,0.0,0.0,0.0,0.0,0.9537041223053957,0.0,0.0,0.0048041173088384645,0.006636326797290871,3.2210865080984274,0.0,0.0,0.0,0.0,95.37041223053957,0.0,0.0,0.4804117308838464,0.6636326797290871
vanilla-spec,kv-cache,qwen25-1p5b-local,0.0,3.1899352273593347,0.2724534395984352,0.014375972327736682,0.24523722041727167,0.0,5.0659335842914396e-05,0.0,0.39587446732032255,2.5680772229282634e-05,3.01412468164093e-05,0.3354196659170527,0.004748387807024541,1.4375972327736681,24.523722041727165,0.0,0.00506593358429144,0.0,39.587446732032255,0.0025680772229282633,0.00301412468164093,33.54196659170527,0.47483878070245406
vanilla-spec,kv-cache,qwen25-1p5b-local,5.0,3.3002355357632043,0.26330219623097484,0.013337696432621055,0.23830365930741226,0.0,4.89662020327797e-05,0.019392555260514012,0.39007651613631555,2.482247073345187e-05,3.059422764148523e-05,0.3295828358349445,0.004506575978334198,1.3337696432621056,23.830365930741227,0.0,0.00489662020327797,1.9392555260514013,39.00765161363155,0.002482247073345187,0.003059422764148523,32.95828358349445,0.4506575978334198
vanilla-spec,kv-cache,qwen25-1p5b-local,10.0,3.4325979609042405,0.25403151625449655,0.013286358607370832,0.22977879148783073,0.0,4.707804462989605e-05,0.0372895403009216,0.3839420917815184,2.3865305792583996e-05,3.4033639021725e-05,0.32614141383574996,0.004539914117273991,1.3286358607370832,22.977879148783074,0.0,0.004707804462989605,3.72895403009216,38.39420917815184,0.0023865305792583995,0.0034033639021725,32.614141383574996,0.4539914117273991
vanilla-spec,kv-cache,qwen25-1p5b-local,20.0,3.6285243947058916,0.24095521937080383,0.012613815599414104,0.2184273221033497,0.0,4.453601035057625e-05,0.07055209560489947,0.37034510327715964,2.257667059356231e-05,6.243055870331499e-05,0.3185170931590518,0.004367004879702029,1.2613815599414104,21.84273221033497,0.0,0.004453601035057625,7.055209560489947,37.034510327715964,0.002257667059356231,0.006243055870331499,31.85170931590518,0.4367004879702029
vanilla-spec,kv-cache,qwen25-1p5b-local,50.0,3.9264040537178517,0.22277890775815432,0.01160329752036576,0.20417299124666177,0.0,4.115725172169264e-05,0.16299901671963538,0.3348139039076259,2.0863874140108222e-05,3.0530163356506735e-05,0.2780012413009176,0.003859641581311095,1.1603297520365758,20.417299124666176,0.0,0.004115725172169264,16.29990167196354,33.48139039076259,0.002086387414010822,0.0030530163356506735,27.800124130091756,0.3859641581311095
vanilla-spec,kv-cache,qwen25-1p5b-local,100.0,4.606650405501326,0.19042700294823942,0.010170060744782114,0.17196471362587867,0.0,3.5079718618750634e-05,0.27785915737634587,0.2901986286531713,1.7782986072081783e-05,3.246029142776004e-05,0.2424724540160037,0.003313609597686035,1.0170060744782115,17.196471362587868,0.0,0.0035079718618750634,27.785915737634586,29.01986286531713,0.0017782986072081783,0.0032460291427760042,24.24724540160037,0.3313609597686035
vanilla-spec,kv-cache,qwen25-1p5b-local,150.0,5.30187649888297,0.16640052097648414,0.008817394583119961,0.15381544278848605,0.0,3.0479774478712743e-05,0.3621359344006819,0.25416486211649203,1.5451133201091983e-05,3.3724944436644854e-05,0.2146005861342514,0.0027804272985530957,0.8817394583119962,15.381544278848605,0.0,0.0030479774478712742,36.213593440068195,25.416486211649204,0.0015451133201091983,0.0033724944436644855,21.46005861342514,0.2780427298553096
vanilla-spec,kv-cache,qwen25-1p5b-local,200.0,5.914279951900244,0.1492620605662239,0.00800889552905786,0.13541615286386255,0.0,2.7323698119501145e-05,0.4328506632793869,0.22580513453253548,1.3851221224936992e-05,3.14257412361428e-05,0.19208142148194773,0.0025681803840763044,0.800889552905786,13.541615286386255,0.0,0.0027323698119501145,43.285066327938694,22.58051345325355,0.0013851221224936991,0.0031425741236142802,19.208142148194774,0.25681803840763046
