method_name,implementation,model_pair,rtt_ms,target_verify_mode,upload_token_bytes,upload_bandwidth_mbps,uplink_bandwidth_mbps,downlink_token_bytes,downlink_fixed_bytes,downlink_bandwidth_mbps,method_time,target_only_time,speedup_vs_target_only,accept_rate,rounds,generated_tokens,accepted_tokens,drafted_tokens,wasted_branch_time_or_tokens,upload_wait_time,upload_latency_time,upload_transfer_time,upload_payload_bytes,uplink_transfer_time,network_wait_time,downlink_transfer_time,downlink_payload_bytes,prefill_time,draft_generate_time,draft_structure_time,cloud_verify_time,posterior_accept_time,cache_update_time,sampling_time,target_verify_time,drafted_tokens_per_round,accepted_tokens_per_round
dsd-adaptive-draft,kv-cache,qwen25-1p5b-local,0.0,sequential,4,0.0,10.0,4,4,10.0,2.3742668092871706,0.8301763997723659,0.34979185451149014,0.5907273209870458,13.7,32.0,19.3,32.9,0.0,0.00019295999999994,0.0,0.00010527999999992,131.6,0.00010527999999992,0.0,8.767999999998e-05,109.6,0.044188380551834855,0.40267905363192164,0.0,0.8208990902950366,0.00010234937071797793,1.082399542691807,0.010543972998857447,0.8208990902950366,2.4014598540145986,1.4087591240875914
dsd-adaptive-draft,kv-cache,qwen25-1p5b-local,5.0,sequential,4,0.0,10.0,4,4,10.0,2.5072402083004515,0.8301763997723659,0.33161331361877816,0.5907273209870458,13.7,32.0,19.3,32.9,0.0,0.06869295999999994,0.0685,0.00010527999999992,131.6,0.00010527999999992,0.0685,8.767999999998e-05,109.6,0.048386544051269645,0.402780351601541,0.0,0.8434091918791334,0.00010809277494745712,1.1176905185605088,0.01015862493465339,0.8434091918791334,2.4014598540145986,1.4087591240875914
dsd-adaptive-draft,kv-cache,qwen25-1p5b-local,10.0,sequential,4,0.0,10.0,4,4,10.0,2.6470877808208266,0.8301763997723659,0.31418033064492573,0.5907273209870458,13.7,32.0,19.3,32.9,0.0,0.13719295999999995,0.137,0.00010527999999992,131.6,0.00010527999999992,0.137,8.767999999998e-05,109.6,0.046641081571578945,0.4096621113518874,0.0,0.8821904942393303,0.0001279260963201225,1.144231699158748,0.010313353625436577,0.8821904942393303,2.4014598540145986,1.4087591240875914
dsd-adaptive-draft,kv-cache,qwen25-1p5b-local,20.0,sequential,4,0.0,10.0,4,4,10.0,2.9224784199148415,0.8301763997723659,0.2862037364220539,0.5907273209870458,13.7,32.0,19.3,32.9,0.0,0.27419296,0.2740000000000001,0.00010527999999992,131.6,0.00010527999999992,0.2740000000000001,8.767999999998e-05,109.6,0.0483293955524762,0.40929630448420845,0.0,0.9386009433617194,0.00022909951706722668,1.2227933133020996,0.01079284952332571,0.9386009433617194,2.4014598540145986,1.4087591240875914
dsd-adaptive-draft,kv-cache,qwen25-1p5b-local,50.0,sequential,4,0.0,10.0,4,4,10.0,3.1490940919766826,0.8301763997723659,0.26532265861667736,0.5907273209870458,13.7,32.0,19.3,32.9,0.0,0.68519296,0.6850000000000003,0.00010527999999992,131.6,0.00010527999999992,0.6850000000000003,8.767999999998e-05,109.6,0.045599651088317185,0.4055376688018441,0.0,0.8601431964586178,0.00012288788954413208,1.1250824874266983,0.010250509033600438,0.8601431964586178,2.4014598540145986,1.4087591240875914
dsd-adaptive-draft,kv-cache,qwen25-1p5b-local,100.0,sequential,4,0.0,10.0,4,4,10.0,3.914808745495975,0.8301763997723659,0.21554843378831925,0.5907273209870458,13.7,32.0,19.3,32.9,0.0,1.3701929600000002,1.3700000000000006,0.00010527999999992,131.6,0.00010527999999992,1.3700000000000006,8.767999999998e-05,109.6,0.04681173898279663,0.4109985002626975,0.0,0.8900120714058478,0.00017564892768854673,1.1675843521331748,0.010596030764281696,0.8900120714058478,2.4014598540145986,1.4087591240875914
dsd-adaptive-draft,kv-cache,qwen25-1p5b-local,150.0,sequential,4,0.0,10.0,4,4,10.0,4.636350552986065,0.8301763997723659,0.18270324245535455,0.5907273209870458,13.7,32.0,19.3,32.9,0.0,2.0551929599999994,2.055,0.00010527999999992,131.6,0.00010527999999992,2.055,8.767999999998e-05,109.6,0.04566347474853193,0.40830175783485173,0.0,0.9038215425486366,0.0001912958299119672,1.19311706914256,0.011018711452682756,0.9038215425486366,2.4014598540145986,1.4087591240875914
dsd-adaptive-draft,kv-cache,qwen25-1p5b-local,200.0,sequential,4,0.0,10.0,4,4,10.0,5.310665975386898,0.8301763997723659,0.16048292766772634,0.5907273209870458,13.7,32.0,19.3,32.9,0.0,2.74019296,2.740000000000001,0.00010527999999992,131.6,0.00010527999999992,2.740000000000001,8.767999999998e-05,109.6,0.0453235148141781,0.4084121692925692,0.0,0.9090365105619033,0.00020858533680434332,1.1775060476735235,0.0109245833009481,0.9090365105619033,2.4014598540145986,1.4087591240875914
target-only,kv-cache,qwen25-1p5b-local,0.0,sequential,4,0.0,10.0,4,4,10.0,0.8301763997723659,0.8301763997723659,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026740700006484944,0.0,0.0,0.7917426547035575,0.0,0.0039882648115356235,0.005509321888287811,0.7917426547035575,0.0,0.0
target-only,kv-cache,qwen25-1p5b-local,5.0,sequential,4,0.0,10.0,4,4,10.0,0.8301763997723659,0.8301763997723659,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026740700006484944,0.0,0.0,0.7917426547035575,0.0,0.0039882648115356235,0.005509321888287811,0.7917426547035575,0.0,0.0
target-only,kv-cache,qwen25-1p5b-local,10.0,sequential,4,0.0,10.0,4,4,10.0,0.8301763997723659,0.8301763997723659,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026740700006484944,0.0,0.0,0.7917426547035575,0.0,0.0039882648115356235,0.005509321888287811,0.7917426547035575,0.0,0.0
target-only,kv-cache,qwen25-1p5b-local,20.0,sequential,4,0.0,10.0,4,4,10.0,0.8301763997723659,0.8301763997723659,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026740700006484944,0.0,0.0,0.7917426547035575,0.0,0.0039882648115356235,0.005509321888287811,0.7917426547035575,0.0,0.0
target-only,kv-cache,qwen25-1p5b-local,50.0,sequential,4,0.0,10.0,4,4,10.0,0.8301763997723659,0.8301763997723659,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026740700006484944,0.0,0.0,0.7917426547035575,0.0,0.0039882648115356235,0.005509321888287811,0.7917426547035575,0.0,0.0
target-only,kv-cache,qwen25-1p5b-local,100.0,sequential,4,0.0,10.0,4,4,10.0,0.8301763997723659,0.8301763997723659,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026740700006484944,0.0,0.0,0.7917426547035575,0.0,0.0039882648115356235,0.005509321888287811,0.7917426547035575,0.0,0.0
target-only,kv-cache,qwen25-1p5b-local,150.0,sequential,4,0.0,10.0,4,4,10.0,0.8301763997723659,0.8301763997723659,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026740700006484944,0.0,0.0,0.7917426547035575,0.0,0.0039882648115356235,0.005509321888287811,0.7917426547035575,0.0,0.0
target-only,kv-cache,qwen25-1p5b-local,200.0,sequential,4,0.0,10.0,4,4,10.0,0.8301763997723659,0.8301763997723659,1.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026740700006484944,0.0,0.0,0.7917426547035575,0.0,0.0039882648115356235,0.005509321888287811,0.7917426547035575,0.0,0.0
vanilla-spec,kv-cache,qwen25-1p5b-local,0.0,sequential,4,0.0,10.0,4,4,10.0,3.1899352273593347,0.8301763997723659,0.2724534395984352,0.4540162377687732,12.8,32.0,20.0,50.5,0.0,0.00024351999999990998,0.0,0.00016159999999994001,202.0,0.00016159999999994001,0.0,8.191999999997998e-05,102.4,0.045858420555790216,0.7822908484687408,0.0,1.2628139089172086,9.614862501619642e-05,1.0699670082579056,0.015147049538791122,1.2628139089172086,3.9453125,1.5625
vanilla-spec,kv-cache,qwen25-1p5b-local,5.0,sequential,4,0.0,10.0,4,4,10.0,3.3002355357632043,0.8301763997723659,0.26330219623097484,0.4540162377687732,12.8,32.0,20.0,50.5,0.0,0.06424351999999998,0.064,0.00016159999999994001,202.0,0.00016159999999994001,0.064,8.191999999997998e-05,102.4,0.04401753973215813,0.7864582047487298,0.0,1.2873443802197775,0.00010096815725165844,1.0877009868000944,0.014872762188315347,1.2873443802197775,3.9453125,1.5625
vanilla-spec,kv-cache,qwen25-1p5b-local,10.0,sequential,4,0.0,10.0,4,4,10.0,3.4325979609042405,0.8301763997723659,0.25403151625449655,0.4540162377687732,12.8,32.0,20.0,50.5,0.0,0.12824351999999992,0.128,0.00016159999999994001,202.0,0.00016159999999994001,0.128,8.191999999997998e-05,102.4,0.045606727463503624,0.7887382111201684,0.0,1.3179188413545488,0.00011682379990812422,1.1195123520990213,0.015583699941635077,1.3179188413545488,3.9453125,1.5625
vanilla-spec,kv-cache,qwen25-1p5b-local,20.0,sequential,4,0.0,10.0,4,4,10.0,3.6285243947058916,0.8301763997723659,0.24095521937080383,0.4540162377687732,12.8,32.0,20.0,50.5,0.0,0.25624351999999995,0.25600000000000006,0.00016159999999994001,202.0,0.00016159999999994001,0.25600000000000006,8.191999999997998e-05,102.4,0.04576953761279579,0.7925688667222858,0.0,1.3438062417010466,0.00022653080523009665,1.1557470426584284,0.01584578373779848,1.3438062417010466,3.9453125,1.5625
vanilla-spec,kv-cache,qwen25-1p5b-local,50.0,sequential,4,0.0,10.0,4,4,10.0,3.9264040537178517,0.8301763997723659,0.22277890775815432,0.4540162377687732,12.8,32.0,20.0,50.5,0.0,0.64024352,0.6400000000000002,0.00016159999999994001,202.0,0.00016159999999994001,0.6400000000000002,8.191999999997998e-05,102.4,0.045559234420458415,0.8016656604905923,0.0,1.3146146695440015,0.00011987375716365625,1.0915452007825175,0.015154512350757864,1.3146146695440015,3.9453125,1.5625
vanilla-spec,kv-cache,qwen25-1p5b-local,100.0,sequential,4,0.0,10.0,4,4,10.0,4.606650405501326,0.8301763997723659,0.19042700294823942,0.4540162377687732,12.8,32.0,20.0,50.5,0.0,1.28024352,1.2800000000000005,0.00016159999999994001,202.0,0.00016159999999994001,1.2800000000000005,8.191999999997998e-05,102.4,0.04684991445392365,0.7921813177565734,0.0,1.3368436303610602,0.000149533214668382,1.116985828615725,0.01526464099685346,1.3368436303610602,3.9453125,1.5625
vanilla-spec,kv-cache,qwen25-1p5b-local,150.0,sequential,4,0.0,10.0,4,4,10.0,5.30187649888297,0.8301763997723659,0.16640052097648414,0.4540162377687732,12.8,32.0,20.0,50.5,0.0,1.9202435199999999,1.9200000000000002,0.00016159999999994001,202.0,0.00016159999999994001,1.9200000000000002,8.191999999997998e-05,102.4,0.046748737121621725,0.8155104812855521,0.0,1.3475507092972596,0.0001788054903347813,1.137785804271698,0.01474148215105132,1.3475507092972596,3.9453125,1.5625
vanilla-spec,kv-cache,qwen25-1p5b-local,200.0,sequential,4,0.0,10.0,4,4,10.0,5.914279951900244,0.8301763997723659,0.1492620605662239,0.4540162377687732,12.8,32.0,20.0,50.5,0.0,2.5602435199999998,2.560000000000001,0.00016159999999994001,202.0,0.00016159999999994001,2.560000000000001,8.191999999997998e-05,102.4,0.047366850264370396,0.800889038046201,0.0,1.335474780201912,0.00018586063136652415,1.1360233002031843,0.015188937758405954,1.335474780201912,3.9453125,1.5625
