method,rtt_ms,method_time,rounds,uplink_transfer_time,network_wait_time,cloud_verify_time,downlink_transfer_time,edge_cloud_cycle_time,network_only_time,cloud_verify_share_of_cycle_percent,uplink_share_of_cycle_percent,wait_share_of_cycle_percent,downlink_share_of_cycle_percent,network_cycle_share_of_method_time_percent,cloud_verify_per_round_ms,network_wait_per_round_ms,upload_payload_bytes,downlink_payload_bytes,speedup_vs_target_only
target-only-sampling / kv-cache,100.0,0.9455852285027504,0.0,0.0,0.0,0.8805588372051716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,100.0,0.9461943227797748,0.0,0.0,0.0,0.8749278038740158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,100.0,0.9732606802135706,0.0,0.0,0.0,0.9047785755246878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,100.0,0.9423514101654292,0.0,0.0,0.0,0.8831442892551422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,100.0,1.0634306203573942,0.0,0.0,0.0,0.9854312129318714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,100.0,0.929067261517048,0.0,0.0,0.0,0.8740895818918943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,100.0,1.3383375499397516,0.0,0.0,0.0,1.252935914322734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,100.0,1.135969432070851,0.0,0.0,0.0,1.0728358142077925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,100.0,0.9645480401813984,0.0,0.0,0.0,0.8994870577007532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,100.0,0.9449938833713531,0.0,0.0,0.0,0.8822229374200106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,100.0,0.9957734402269124,0.0,0.0,0.0,0.929812604561448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,100.0,1.1239293161779642,0.0,0.0,0.0,1.0388149563223124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,100.0,1.1003812849521637,0.0,0.0,0.0,1.0167083740234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,0.952108547091484,0.0,0.0,0.0,0.890121228992939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,0.9761549457907676,0.0,0.0,0.0,0.900367122143507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,0.9313504695892334,0.0,0.0,0.0,0.8734618369489908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,1.25751412846148,0.0,0.0,0.0,1.167254330590367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,0.9571876004338264,0.0,0.0,0.0,0.8876069355756044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,0.9851565752178432,0.0,0.0,0.0,0.9207061547785996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,0.935472384095192,0.0,0.0,0.0,0.8752412963658571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,0.9713849276304244,0.0,0.0,0.0,0.90785919316113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,0.9912082776427268,0.0,0.0,0.0,0.9139112457633018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,0.9327530656009912,0.0,0.0,0.0,0.860676197335124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,1.3460441455245018,0.0,0.0,0.0,1.248034916818142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,1.0139182601124048,0.0,0.0,0.0,0.9350742027163506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,0.9563081879168748,0.0,0.0,0.0,0.8955968450754881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,0.9544175527989864,0.0,0.0,0.0,0.8792648054659367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,0.926321839913726,0.0,0.0,0.0,0.8668605275452137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,0.9653419144451618,0.0,0.0,0.0,0.9035597741603852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,0.9584648478776217,0.0,0.0,0.0,0.8928247019648552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,0.9455852285027504,0.0,0.0,0.0,0.8805588372051716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,0.9461943227797748,0.0,0.0,0.0,0.8749278038740158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,0.9732606802135706,0.0,0.0,0.0,0.9047785755246878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,0.9423514101654292,0.0,0.0,0.0,0.8831442892551422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,1.0634306203573942,0.0,0.0,0.0,0.9854312129318714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,0.929067261517048,0.0,0.0,0.0,0.8740895818918943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,1.3383375499397516,0.0,0.0,0.0,1.252935914322734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,1.135969432070851,0.0,0.0,0.0,1.0728358142077925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,0.9645480401813984,0.0,0.0,0.0,0.8994870577007532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,0.9449938833713531,0.0,0.0,0.0,0.8822229374200106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,0.9957734402269124,0.0,0.0,0.0,0.929812604561448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,1.1239293161779642,0.0,0.0,0.0,1.0388149563223124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,150.0,1.1003812849521637,0.0,0.0,0.0,1.0167083740234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.952108547091484,0.0,0.0,0.0,0.890121228992939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9761549457907676,0.0,0.0,0.0,0.900367122143507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9313504695892334,0.0,0.0,0.0,0.8734618369489908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,1.25751412846148,0.0,0.0,0.0,1.167254330590367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9571876004338264,0.0,0.0,0.0,0.8876069355756044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9851565752178432,0.0,0.0,0.0,0.9207061547785996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.935472384095192,0.0,0.0,0.0,0.8752412963658571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9713849276304244,0.0,0.0,0.0,0.90785919316113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9912082776427268,0.0,0.0,0.0,0.9139112457633018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9327530656009912,0.0,0.0,0.0,0.860676197335124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,1.3460441455245018,0.0,0.0,0.0,1.248034916818142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,1.0139182601124048,0.0,0.0,0.0,0.9350742027163506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9563081879168748,0.0,0.0,0.0,0.8955968450754881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9544175527989864,0.0,0.0,0.0,0.8792648054659367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.926321839913726,0.0,0.0,0.0,0.8668605275452137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9653419144451618,0.0,0.0,0.0,0.9035597741603852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9584648478776217,0.0,0.0,0.0,0.8928247019648552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9455852285027504,0.0,0.0,0.0,0.8805588372051716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9461943227797748,0.0,0.0,0.0,0.8749278038740158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9732606802135706,0.0,0.0,0.0,0.9047785755246878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9423514101654292,0.0,0.0,0.0,0.8831442892551422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,1.0634306203573942,0.0,0.0,0.0,0.9854312129318714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.929067261517048,0.0,0.0,0.0,0.8740895818918943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,1.3383375499397516,0.0,0.0,0.0,1.252935914322734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,1.135969432070851,0.0,0.0,0.0,1.0728358142077925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9645480401813984,0.0,0.0,0.0,0.8994870577007532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9449938833713531,0.0,0.0,0.0,0.8822229374200106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,0.9957734402269124,0.0,0.0,0.0,0.929812604561448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,1.1239293161779642,0.0,0.0,0.0,1.0388149563223124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
target-only-sampling / kv-cache,200.0,1.1003812849521637,0.0,0.0,0.0,1.0167083740234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
traditional-spec-sampling / kv-cache,0.0,4.218392645940185,26.0,0.0003135999999999,0.0,0.7677225656807423,0.0001663999999999,0.7682025656807421,0.00047999999999980003,99.93751648049047,0.04082256607956049,0.0,0.02166095342996476,18.21078856706396,29.527790987720856,0.0,392.0,208.0,0.2257041074656246
traditional-spec-sampling / kv-cache,0.0,4.398023759946227,26.0,0.0003199999999999,0.0,0.7946049459278584,0.0001663999999999,0.7950913459278581,0.00048639999999979997,99.93882463914481,0.04024694793105381,0.0,0.020928412924141944,18.07837768337976,30.561728689533012,0.0,400.0,208.0,0.2219530859930376
traditional-spec-sampling / kv-cache,0.0,3.934120127931237,24.0,0.0002879999999999,0.0,0.708353428170085,0.0001535999999999,0.7087950281700848,0.00044159999999979997,99.93769707991041,0.04063233918886781,0.0,0.021670580900722915,18.01660867287257,29.51472617375354,0.0,360.0,192.0,0.2367366626598119
traditional-spec-sampling / kv-cache,0.0,5.907414434477687,28.0,0.0003391999999999,0.0,1.0851581003516912,0.0001791999999999,1.085676500351691,0.0005183999999998,99.95225096980252,0.03124319259834955,0.0,0.016505837599123722,18.378201028445073,38.75564644113183,0.0,424.0,224.0,0.2128704769928106
traditional-spec-sampling / kv-cache,0.0,4.208413194864988,26.0,0.0003135999999999,0.0,0.7612264305353165,0.0001663999999999,0.7617064305353163,0.00047999999999980003,99.93698359620484,0.041170717146172243,0.0,0.02184568664898319,18.099611308716867,29.27793963597371,0.0,392.0,208.0,0.2274462026689217
traditional-spec-sampling / kv-cache,0.0,4.464898020029068,27.0,0.0003391999999999,0.0,0.8095510937273502,0.0001727999999999,0.81006309372735,0.0005119999999997999,99.93679504671125,0.04187328155380296,0.0,0.02133167173495017,18.142924879661106,29.983373841753714,0.0,424.0,216.0,0.2206448099818928
traditional-spec-sampling / kv-cache,0.0,4.315288219600916,27.0,0.0003295999999999,0.0,0.8060542810708284,0.0001727999999999,0.8065566810708282,0.0005023999999998,99.93771051535613,0.04086507591286768,0.0,0.02142440873101211,18.690679278553954,29.853862261882536,0.0,412.0,216.0,0.2167809741759742
traditional-spec-sampling / kv-cache,0.0,4.732260899618268,29.0,0.0003583999999999,0.0,0.8746029250323772,0.0001855999999999,0.875146925032377,0.0005439999999998001,99.93783900914927,0.04095312338401241,0.0,0.021207867466715203,18.49320955873273,30.158721552840596,0.0,448.0,232.0,0.2052686756363712
traditional-spec-sampling / kv-cache,0.0,4.034792572259903,24.0,0.0002911999999999,0.0,0.7084864526987076,0.0001535999999999,0.7089312526987074,0.00044479999999980004,99.93725766803105,0.041075915173915845,0.0,0.021666416795025865,17.570451020772854,29.520268862446148,0.0,364.0,192.0,0.2456652380242554
traditional-spec-sampling / kv-cache,0.0,4.277871800586581,26.0,0.0003199999999999,0.0,0.7764164544641972,0.0001663999999999,0.7769028544641969,0.00048639999999979997,99.93739242979932,0.041189190921507544,0.0,0.021418379279177745,18.16096626265584,29.862171325546043,0.0,400.0,208.0,0.218041378769951
traditional-spec-sampling / kv-cache,0.0,5.993199529126287,29.0,0.0003519999999999,0.0,1.107290731742978,0.0001855999999999,1.107828331742978,0.0005375999999997999,99.95147262580349,0.0317738759619993,0.0,0.016753498234504456,18.484756370266915,38.182439025619935,0.0,440.0,232.0,0.2245952498298907
traditional-spec-sampling / kv-cache,0.0,4.279292896389961,26.0,0.0003167999999999,0.0,0.7629475072026253,0.0001663999999999,0.7634307072026251,0.0004831999999998,99.93670676389605,0.0414968898959702,0.0,0.02179634620797813,17.84011344132719,29.344134892408665,0.0,396.0,208.0,0.236935934197856
traditional-spec-sampling / kv-cache,0.0,4.672487080097199,25.0,0.0003103999999999,0.0,0.8296641446650028,0.0001599999999999,0.8301345446650027,0.0004703999999998,99.9433344867982,0.037391529119555025,0.0,0.019273984082239022,17.76643852480666,33.18656578660011,0.0,388.0,200.0,0.204667914864942
traditional-spec-sampling / kv-cache,0.0,4.543609499931336,27.0,0.0003359999999999,0.0,0.7905671242624521,0.0001727999999999,0.7910759242624519,0.0005087999999998001,99.9356825325617,0.042473799251717174,0.0,0.021843668186591267,17.41073752650633,29.2802638615723,0.0,420.0,216.0,0.210057125906927
traditional-spec-sampling / kv-cache,0.0,4.421802576631308,26.0,0.0003135999999999,0.0,0.789259934797883,0.0001663999999999,0.7897399347978828,0.00047999999999980003,99.93922049793231,0.039709274684223646,0.0,0.02107022738345966,17.86013556940699,30.356151338380116,0.0,392.0,208.0,0.209489642257939
traditional-spec-sampling / kv-cache,0.0,4.419268319383264,27.0,0.0003295999999999,0.0,0.8157110214233398,0.0001727999999999,0.8162134214233396,0.0005023999999998,99.9384474713582,0.040381595223603746,0.0,0.02117093341819419,18.46942440320635,30.21151931197555,0.0,412.0,216.0,0.218439308202015
traditional-spec-sampling / kv-cache,0.0,4.380834903568029,25.0,0.0003071999999999,0.0,0.7929384540766478,0.0001599999999999,0.7934056540766476,0.00046719999999980005,99.94111461172487,0.038719159413782386,0.0,0.02016622886133895,18.110832102585007,31.71753816306591,0.0,384.0,200.0,0.2187858864749701
traditional-spec-sampling / kv-cache,0.0,4.501447277143598,26.0,0.0003135999999999,0.0,0.80505814217031,0.0001663999999999,0.8055381421703098,0.00047999999999980003,99.94041250502347,0.03893049671800613,0.0,0.020656998258528035,17.89509223534582,30.963774698858078,0.0,392.0,208.0,0.2100624910801517
traditional-spec-sampling / kv-cache,0.0,4.300629064440727,26.0,0.0003167999999999,0.0,0.8005085401237011,0.0001663999999999,0.8009917401237009,0.0004831999999998,99.9396747836719,0.03955096964557651,0.0,0.020774246682519107,18.624990161244362,30.788790004757736,0.0,396.0,208.0,0.2200130047492998
traditional-spec-sampling / kv-cache,0.0,3.648471336811781,22.0,0.0002719999999999,0.0,0.6294794473797083,0.0001407999999999,0.6298922473797082,0.00041279999999979997,99.93446498163502,0.043181988845138845,0.0,0.022353029519828923,17.264552444864208,28.612702153623104,0.0,340.0,176.0,0.266758483311549
traditional-spec-sampling / kv-cache,0.0,4.060870746150613,25.0,0.0003007999999999,0.0,0.7278538513928652,0.0001599999999999,0.728314651392865,0.0004607999999998,99.93673064257068,0.04130083054413847,0.0,0.02196852688517361,17.93493801996161,29.114154055714607,0.0,376.0,200.0,0.2320564896232426
traditional-spec-sampling / kv-cache,0.0,4.080724485218525,25.0,0.0003007999999999,0.0,0.7301980778574944,0.0001599999999999,0.7306588778574942,0.0004607999999998,99.93693363429033,0.041168322060485145,0.0,0.02189804364918782,17.905126418216568,29.207923114299774,0.0,376.0,200.0,0.2605984854428237
traditional-spec-sampling / kv-cache,0.0,4.104058584198356,25.0,0.0003007999999999,0.0,0.7328063640743494,0.0001599999999999,0.7332671640743492,0.0004607999999998,99.93715796607619,0.04102188325582796,0.0,0.02182015066798721,17.86687857959947,29.312254562973976,0.0,376.0,200.0,0.2263776801564645
traditional-spec-sampling / kv-cache,0.0,4.428141867741942,25.0,0.0003007999999999,0.0,0.7857323661446571,0.0001599999999999,0.786193166144657,0.0004607999999998,99.94138845008543,0.03826031730534704,0.0,0.020351232609221195,17.7544710541436,31.429294645786282,0.0,376.0,200.0,0.3022345692420678
traditional-spec-sampling / kv-cache,0.0,4.09703005105257,24.0,0.0002879999999999,0.0,0.7079592067748308,0.0001535999999999,0.7084008067748306,0.00044159999999979997,99.9376624086567,0.04065495087605716,0.0,0.021682640467223898,17.29059337977848,29.498300282284617,0.0,360.0,192.0,0.2772665608784121
traditional-spec-sampling / kv-cache,0.0,4.30506694689393,26.0,0.0003231999999999,0.0,0.7578233201056719,0.0001663999999999,0.7583129201056716,0.0004895999999997999,99.93543562465854,0.04262092751299315,0.0,0.021943447828465325,17.614428055591286,29.14705077329507,0.0,404.0,208.0,0.2240494868209452
traditional-spec-sampling / kv-cache,0.0,4.169839985668659,24.0,0.0003007999999999,0.0,0.7232070155441761,0.0001535999999999,0.7236614155441758,0.00045439999999979995,99.93720820396953,0.041566400189196995,0.0,0.021225395841285324,17.354656726189273,30.133625647674005,0.0,376.0,192.0,0.2266259344769119
traditional-spec-sampling / kv-cache,0.0,4.410291125997901,25.0,0.0003071999999999,0.0,0.7723498698323965,0.0001599999999999,0.7728170698323964,0.00046719999999980005,99.93954584878654,0.039750674770489165,0.0,0.020703476442956906,17.523039811970094,30.89399479329586,0.0,384.0,200.0,0.2257840609108548
traditional-spec-sampling / kv-cache,0.0,3.846078528091312,22.0,0.0002719999999999,0.0,0.6646804064512253,0.0001407999999999,0.6650932064512252,0.00041279999999979997,99.93793351127394,0.04089652357918757,0.0,0.021169965146866313,17.29276200663771,30.212745747782968,0.0,340.0,176.0,0.2922273448056026
traditional-spec-sampling / kv-cache,0.0,4.193359442055225,24.0,0.0002911999999999,0.0,0.7466124128550291,0.0001535999999999,0.7470572128550289,0.00044479999999980004,99.94045971414961,0.038979611599896186,0.0,0.020560674250488367,17.81524391548189,31.108850535626214,0.0,364.0,192.0,0.2624104373015186
traditional-spec-sampling / kv-cache,5.0,4.540911231189966,26.0,0.0003135999999999,0.13,0.8530033994466066,0.0001663999999999,0.9834833994466065,0.1304799999999998,86.73287214879079,0.031886659213196555,13.218321740168603,0.016919451827405643,21.658282872640086,32.807823055638714,5.0,392.0,208.0,0.2096734550879955
traditional-spec-sampling / kv-cache,5.0,4.586383106186986,26.0,0.0003199999999999,0.13,0.8097950760275126,0.0001663999999999,0.9402814760275123,0.1304863999999998,86.1226235625446,0.03403236245297859,13.825647246526874,0.017696828475543762,20.501590343795787,31.145964462596638,5.0,400.0,208.0,0.2128376376744333
traditional-spec-sampling / kv-cache,5.0,4.187317982316017,24.0,0.0002879999999999,0.12,0.7355378866195679,0.0001535999999999,0.8559794866195677,0.1204415999999998,85.92938243466003,0.03364566610553589,14.019027543978154,0.017944355256280357,20.442189731817862,30.647411942481995,5.0,360.0,192.0,0.2224217204240364
traditional-spec-sampling / kv-cache,5.0,5.591167030856013,28.0,0.0003391999999999,0.14,1.0023172460496426,0.0001791999999999,1.1428356460496423,0.14051839999999982,87.7044087235361,0.029680558282583175,12.250230423239591,0.015680294941737925,20.44001976229054,35.79704450177295,5.0,424.0,224.0,0.22491084983182
traditional-spec-sampling / kv-cache,5.0,4.575677301734686,26.0,0.0003135999999999,0.13,0.8290775660425425,0.0001663999999999,0.9595575660425423,0.1304799999999998,86.40206647130799,0.03268172865263995,13.54791047463185,0.017341325407518343,20.970831262046477,31.88759869394394,5.0,392.0,208.0,0.2091903640300304
traditional-spec-sampling / kv-cache,5.0,4.72682623565197,27.0,0.0003391999999999,0.135,0.8461120557039976,0.0001727999999999,0.9816240557039974,0.1355119999999998,86.19512233705258,0.034554980394875694,13.752719201974042,0.017603480578516587,20.76708570964852,31.3374835445925,5.0,424.0,216.0,0.2084181914256386
traditional-spec-sampling / kv-cache,5.0,4.740715377032757,27.0,0.0003295999999999,0.135,0.8563941568136215,0.0001727999999999,0.9918965568136213,0.1355023999999998,86.33905934351772,0.033229271513827055,13.610290213495185,0.017421171473263754,20.922929936250583,31.718302104208203,5.0,412.0,216.0,0.1973272617519404
traditional-spec-sampling / kv-cache,5.0,5.252875007688999,29.0,0.0003583999999999,0.145,0.9523274321109056,0.0001855999999999,1.0978714321109055,0.14554399999999978,86.74307430332178,0.03264498824883303,13.207375268086244,0.016905440343141283,20.900391319113336,32.83887696934158,4.999999999999999,448.0,232.0,0.1849244320888162
traditional-spec-sampling / kv-cache,5.0,4.112021643668413,24.0,0.0002911999999999,0.12,0.7248752899467945,0.0001535999999999,0.8453200899467943,0.1204447999999998,85.75157488477758,0.03444848921291207,14.19580599433677,0.018170631672739235,20.557286979469012,30.203137081116438,5.0,364.0,192.0,0.2410513279201641
traditional-spec-sampling / kv-cache,5.0,4.446173382923007,26.0,0.0003199999999999,0.13,0.7887655422091484,0.0001663999999999,0.9192519422091482,0.1304863999999998,85.8051537333264,0.03481091366865925,14.141933677897239,0.018101675107697588,20.675125845065736,30.3371362388134,5.0,400.0,208.0,0.2097878299536263
traditional-spec-sampling / kv-cache,5.0,5.222175665199757,29.0,0.0003519999999999,0.145,0.9549525268375874,0.0001855999999999,1.1004901268375873,0.1455375999999998,86.77520166235179,0.03198574811492597,13.175947376890862,0.016865212642411215,21.073403067828277,32.92939747715819,4.999999999999999,440.0,232.0,0.2577554321840327
