method_name,implementation,model_pair,rtt_ms,method_time,speedup_vs_target_only,prefill_time,prefill_time_share,draft_generate_time,draft_generate_time_share,draft_structure_time,draft_structure_time_share,uplink_transfer_time,uplink_transfer_time_share,network_wait_time,network_wait_time_share,cloud_verify_time,cloud_verify_time_share,downlink_transfer_time,downlink_transfer_time_share,posterior_accept_time,posterior_accept_time_share,cache_update_time,cache_update_time_share,probability_normalize_time,probability_normalize_time_share,random_sample_time,random_sample_time_share,accept_reject_time,accept_reject_time_share,resample_time,resample_time_share,sampling_time,sampling_time_share,prefill_time_percent,draft_generate_time_percent,draft_structure_time_percent,uplink_transfer_time_percent,network_wait_time_percent,cloud_verify_time_percent,downlink_transfer_time_percent,posterior_accept_time_percent,cache_update_time_percent,probability_normalize_time_percent,random_sample_time_percent,accept_reject_time_percent,resample_time_percent,sampling_time_percent
target-only-sampling,kv-cache,qwen25-1p5b-local,0.0,1.3460441455245018,1.0,0.0376085229218006,0.027940036771339324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.248034916818142,0.927187210737305,0.0,0.0,0.0,0.0,0.0076196677982807,0.00566078595833245,0.0342525038868188,0.025446790880303494,0.0144160464406013,0.010709935843139765,0.0,0.0,0.0,0.0,0.0,0.0,2.7940036771339325,0.0,0.0,0.0,0.0,92.7187210737305,0.0,0.0,0.5660785958332449,2.5446790880303496,1.0709935843139764,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,0.0,1.0139182601124048,1.0,0.0398159120231866,0.03926935098177691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9350742027163506,0.9222382508553367,0.0,0.0,0.0,0.0,0.0052806474268436,0.005208158916339249,0.0214970558881759,0.021201961473494613,0.0089000239968299,0.008777851575375738,0.0,0.0,0.0,0.0,0.0,0.0,3.926935098177691,0.0,0.0,0.0,0.0,92.22382508553368,0.0,0.0,0.5208158916339249,2.1201961473494615,0.8777851575375738,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,0.0,0.9563081879168748,1.0,0.0270079281181097,0.028241866439459275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8955968450754881,0.9365148770987373,0.0,0.0,0.0,0.0,0.0041252244263887,0.004313697695483161,0.0180359072983264,0.01885993189874699,0.008396029472351,0.008779627298434057,0.0,0.0,0.0,0.0,0.0,0.0,2.8241866439459273,0.0,0.0,0.0,0.0,93.65148770987372,0.0,0.0,0.4313697695483161,1.885993189874699,0.8779627298434057,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,0.0,0.9544175527989864,1.0,0.0267987865954637,0.028078681617780238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8792648054659367,0.9212579995907955,0.0,0.0,0.0,0.0,0.0065779387950897,0.006892097463839399,0.0274956040084362,0.0288087786397063,0.011362062767148,0.01190470851445144,0.0,0.0,0.0,0.0,0.0,0.0,2.807868161778024,0.0,0.0,0.0,0.0,92.12579995907954,0.0,0.0,0.68920974638394,2.88087786397063,1.190470851445144,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,0.0,0.926321839913726,1.0,0.0270213522017002,0.029170587410760892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8668605275452137,0.9358092297877266,0.0,0.0,0.0,0.0,0.0029449928551912,0.0031792328846154435,0.0176475699990987,0.019051229538906617,0.0089859440922737,0.009700671737493111,0.0,0.0,0.0,0.0,0.0,0.0,2.9170587410760893,0.0,0.0,0.0,0.0,93.58092297877266,0.0,0.0,0.31792328846154433,1.9051229538906616,0.9700671737493111,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,0.0,0.9653419144451618,1.0,0.0292180031538009,0.030266999408799303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9035597741603852,0.9359997329855024,0.0,0.0,0.0,0.0,0.0032503772526979,0.003367073576791785,0.0185979288071393,0.01926563897085999,0.0077319610863924,0.008009556998088503,0.0,0.0,0.0,0.0,0.0,0.0,3.02669994087993,0.0,0.0,0.0,0.0,93.59997329855024,0.0,0.0,0.3367073576791785,1.926563897085999,0.8009556998088504,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,0.0,0.9584648478776217,1.0,0.0273382198065519,0.02852292378493414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8928247019648552,0.9315153330264362,0.0,0.0,0.0,0.0,0.0030758418142795,0.0032091336694199018,0.02440139465034,0.025458831071763634,0.0078423786908388,0.008182228809125953,0.0,0.0,0.0,0.0,0.0,0.0,2.852292378493414,0.0,0.0,0.0,0.0,93.15153330264361,0.0,0.0,0.3209133669419902,2.5458831071763632,0.8182228809125953,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,0.0,0.9455852285027504,1.0,0.0267773531377315,0.02831828621110235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8805588372051716,0.9312315914658034,0.0,0.0,0.0,0.0,0.0056478399783372,0.005972851317992826,0.0212912112474441,0.022516438080528,0.0084290616214275,0.008914121506291046,0.0,0.0,0.0,0.0,0.0,0.0,2.831828621110235,0.0,0.0,0.0,0.0,93.12315914658033,0.0,0.0,0.5972851317992826,2.2516438080528003,0.8914121506291046,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,0.0,0.9461943227797748,1.0,0.0399530138820409,0.042224956248590705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8749278038740158,0.9246808851099542,0.0,0.0,0.0,0.0,0.0029491186141967,0.0031168212947342983,0.0175210777670145,0.018517420095631353,0.007883695885539,0.008332005060417084,0.0,0.0,0.0,0.0,0.0,0.0,4.222495624859071,0.0,0.0,0.0,0.0,92.46808851099541,0.0,0.0,0.3116821294734298,1.8517420095631354,0.8332005060417085,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,0.0,0.9732606802135706,1.0,0.0325098149478435,0.03340298812925393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9047785755246878,0.9296364210728669,0.0,0.0,0.0,0.0,0.0031902678310871,0.0032779171047853627,0.0222452357411384,0.022856400338968737,0.0075034629553556,0.007709612756275177,0.0,0.0,0.0,0.0,0.0,0.0,3.340298812925393,0.0,0.0,0.0,0.0,92.96364210728669,0.0,0.0,0.3277917104785363,2.2856400338968736,0.7709612756275177,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,0.0,0.9423514101654292,1.0,0.0276018548756837,0.02929040544528735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8831442892551422,0.9371708682434154,0.0,0.0,0.0,0.0,0.0028370860964059,0.0030106455678862425,0.0183097925037145,0.019429898768337627,0.0075730830430984,0.008036368345614244,0.0,0.0,0.0,0.0,0.0,0.0,2.929040544528735,0.0,0.0,0.0,0.0,93.71708682434155,0.0,0.0,0.30106455678862426,1.9429898768337628,0.8036368345614244,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,0.0,1.0634306203573942,1.0,0.0415524449199438,0.03907395943327172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9854312129318714,0.9266530360021897,0.0,0.0,0.0,0.0,0.004523055627942,0.004253268188217025,0.0183111745864152,0.01721896495726373,0.0098048765212297,0.009220043445744031,0.0,0.0,0.0,0.0,0.0,0.0,3.907395943327172,0.0,0.0,0.0,0.0,92.66530360021898,0.0,0.0,0.4253268188217025,1.721896495726373,0.9220043445744031,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,0.0,0.929067261517048,1.0,0.0289170667529106,0.031124836651431165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8740895818918943,0.9408248660754851,0.0,0.0,0.0,0.0,0.0020328480750322,0.002188052640788159,0.0148175843060016,0.01594888219589869,0.0064384527504444,0.006930017897661392,0.0,0.0,0.0,0.0,0.0,0.0,3.1124836651431167,0.0,0.0,0.0,0.0,94.0824866075485,0.0,0.0,0.2188052640788159,1.594888219589869,0.6930017897661392,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,0.0,1.3383375499397516,1.0,0.040398359298706,0.03018547846955697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.252935914322734,0.9361882690799028,0.0,0.0,0.0,0.0,0.0037273224443197,0.0027850391289458284,0.0258563198149204,0.019319729776755036,0.0113407503813505,0.008473759390417635,0.0,0.0,0.0,0.0,0.0,0.0,3.018547846955697,0.0,0.0,0.0,0.0,93.61882690799028,0.0,0.0,0.2785039128945828,1.9319729776755037,0.8473759390417634,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,0.0,1.135969432070851,1.0,0.0277369711548089,0.024417004869792067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0728358142077925,0.9444231366789798,0.0,0.0,0.0,0.0,0.0027856510132551,0.0024522235674747954,0.0198911689221858,0.017510302971731,0.0092191789299249,0.008115692790358372,0.0,0.0,0.0,0.0,0.0,0.0,2.4417004869792067,0.0,0.0,0.0,0.0,94.44231366789798,0.0,0.0,0.24522235674747953,1.7510302971731,0.8115692790358372,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,0.0,0.9645480401813984,1.0,0.0261424481868743,0.027103313777878602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8994870577007532,0.9325477013374995,0.0,0.0,0.0,0.0,0.0050143953412771,0.005198699424379178,0.0215906146913766,0.022384177658290764,0.0093251820653676,0.009667929099325994,0.0,0.0,0.0,0.0,0.0,0.0,2.71033137778786,0.0,0.0,0.0,0.0,93.25477013374996,0.0,0.0,0.5198699424379177,2.2384177658290763,0.9667929099325994,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,0.0,0.9449938833713531,1.0,0.0286054443567991,0.030270507418256012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8822229374200106,0.9335752886278994,0.0,0.0,0.0,0.0,0.0048971436917781,0.005182196179203918,0.0182327441871166,0.0192940340757229,0.0081448219716548,0.008618915016251104,0.0,0.0,0.0,0.0,0.0,0.0,3.027050741825601,0.0,0.0,0.0,0.0,93.35752886278993,0.0,0.0,0.5182196179203918,1.92940340757229,0.8618915016251104,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,0.0,0.9957734402269124,1.0,0.0285988226532936,0.028720210338986977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.929812604561448,0.9337591936068976,0.0,0.0,0.0,0.0,0.0043914634734392,0.004410103037532808,0.0188719369471073,0.01895203887222263,0.0109572075307369,0.011003715391565395,0.0,0.0,0.0,0.0,0.0,0.0,2.872021033898698,0.0,0.0,0.0,0.0,93.37591936068976,0.0,0.0,0.44101030375328076,1.8952038872222627,1.1003715391565396,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,0.0,1.1239293161779642,1.0,0.0409332513809204,0.03641977372751347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0388149563223124,0.9242707182466848,0.0,0.0,0.0,0.0,0.005068976432085,0.004510049127753486,0.0252427291125059,0.022459356428522002,0.0102225001901388,0.009095323026986651,0.0,0.0,0.0,0.0,0.0,0.0,3.641977372751347,0.0,0.0,0.0,0.0,92.42707182466849,0.0,0.0,0.4510049127753486,2.2459356428522,0.9095323026986651,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,0.0,1.1003812849521637,1.0,0.0442522559314966,0.04021538400975291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0167083740234375,0.923960074500573,0.0,0.0,0.0,0.0,0.0052407849580049,0.004762699102277744,0.0213019698858261,0.019358716998492162,0.009372828528285,0.008517800744577786,0.0,0.0,0.0,0.0,0.0,0.0,4.021538400975291,0.0,0.0,0.0,0.0,92.39600745005731,0.0,0.0,0.47626991022777443,1.9358716998492163,0.8517800744577786,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,5.0,0.952108547091484,1.0,0.0290975682437419,0.03056118793663769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.890121228992939,0.9348946942153762,0.0,0.0,0.0,0.0,0.004056379199028,0.004260416747039496,0.017198871821165,0.018063982172730603,0.008632943034172,0.009067183632101666,0.0,0.0,0.0,0.0,0.0,0.0,3.056118793663769,0.0,0.0,0.0,0.0,93.48946942153762,0.0,0.0,0.4260416747039496,1.8063982172730604,0.9067183632101665,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,5.0,0.9761549457907676,1.0,0.0399701800197362,0.040946552790711924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900367122143507,0.9223608670180264,0.0,0.0,0.0,0.0,0.0054123550653457,0.005544565530999013,0.0182918664067983,0.018738691521949263,0.0090971775352954,0.009319399112326293,0.0,0.0,0.0,0.0,0.0,0.0,4.094655279071192,0.0,0.0,0.0,0.0,92.23608670180265,0.0,0.0,0.5544565530999014,1.8738691521949264,0.9319399112326293,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,5.0,0.9313504695892334,1.0,0.0271353833377361,0.029135523332805103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8734618369489908,0.9378444156840614,0.0,0.0,0.0,0.0,0.0032454207539558,0.0034846396280738155,0.0173986889421939,0.018681140462480778,0.0073276441544294,0.00786776234478221,0.0,0.0,0.0,0.0,0.0,0.0,2.9135523332805104,0.0,0.0,0.0,0.0,93.78444156840614,0.0,0.0,0.34846396280738157,1.8681140462480779,0.786776234478221,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,5.0,1.25751412846148,1.0,0.0464616250246763,0.036947199218763695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.167254330590367,0.928223631187713,0.0,0.0,0.0,0.0,0.0049715489149093,0.003953473605097224,0.023547975346446,0.018725813741159347,0.0116375461220741,0.009254405862073446,0.0,0.0,0.0,0.0,0.0,0.0,3.6947199218763696,0.0,0.0,0.0,0.0,92.8223631187713,0.0,0.0,0.3953473605097224,1.8725813741159347,0.9254405862073446,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,5.0,0.9571876004338264,1.0,0.0279391035437583,0.029188743701961298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8876069355756044,0.9273071811349354,0.0,0.0,0.0,0.0,0.0040686447173357,0.004250624136263014,0.0269981417804956,0.02820569527672446,0.0074423216283321,0.007775196445251709,0.0,0.0,0.0,0.0,0.0,0.0,2.91887437019613,0.0,0.0,0.0,0.0,92.73071811349354,0.0,0.0,0.42506241362630137,2.820569527672446,0.7775196445251709,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,5.0,0.9851565752178432,1.0,0.0284609142690897,0.02888973690582765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9207061547785996,0.9345785004530961,0.0,0.0,0.0,0.0,0.0061684772372245,0.00626141812621054,0.0187964141368865,0.0190796210569169,0.0080343969166278,0.00815545175126217,0.0,0.0,0.0,0.0,0.0,0.0,2.888973690582765,0.0,0.0,0.0,0.0,93.45785004530961,0.0,0.0,0.626141812621054,1.90796210569169,0.8155451751262169,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,5.0,0.935472384095192,1.0,0.0268466379493474,0.028698482612411928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8752412963658571,0.9356142535542707,0.0,0.0,0.0,0.0,0.005108693614602,0.005461084369201591,0.0176883358508348,0.01890845326016045,0.0075429677963256,0.008063271481414508,0.0,0.0,0.0,0.0,0.0,0.0,2.869848261241193,0.0,0.0,0.0,0.0,93.56142535542708,0.0,0.0,0.5461084369201591,1.8908453260160452,0.8063271481414508,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,5.0,0.9713849276304244,1.0,0.026286419481039,0.027060765236662183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90785919316113,0.9346029234525414,0.0,0.0,0.0,0.0,0.0044606812298297,0.004592084047166544,0.0196830630302429,0.02026288700840494,0.0100052803754806,0.010300016081047568,0.0,0.0,0.0,0.0,0.0,0.0,2.7060765236662183,0.0,0.0,0.0,0.0,93.46029234525413,0.0,0.0,0.45920840471665436,2.026288700840494,1.030001608104757,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,5.0,0.9912082776427268,1.0,0.0404701791703701,0.04082913761234474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9139112457633018,0.9220173664577829,0.0,0.0,0.0,0.0,0.0045979376882314,0.00463872002680015,0.020943459123373,0.021129221371294787,0.0082166120409965,0.00828949094385803,0.0,0.0,0.0,0.0,0.0,0.0,4.082913761234474,0.0,0.0,0.0,0.0,92.20173664577828,0.0,0.0,0.46387200268001494,2.1129221371294786,0.828949094385803,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,5.0,0.9327530656009912,1.0,0.0369114875793457,0.03957262531810914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.860676197335124,0.9227267420242391,0.0,0.0,0.0,0.0,0.0053351763635873,0.005719816487710754,0.0188710447400808,0.02023155477695676,0.0081471111625432,0.008734478033898345,0.0,0.0,0.0,0.0,0.0,0.0,3.9572625318109145,0.0,0.0,0.0,0.0,92.27267420242391,0.0,0.0,0.5719816487710754,2.023155477695676,0.8734478033898344,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,5.0,1.3460441455245018,1.0,0.0376085229218006,0.027940036771339324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.248034916818142,0.927187210737305,0.0,0.0,0.0,0.0,0.0076196677982807,0.00566078595833245,0.0342525038868188,0.025446790880303494,0.0144160464406013,0.010709935843139765,0.0,0.0,0.0,0.0,0.0,0.0,2.7940036771339325,0.0,0.0,0.0,0.0,92.7187210737305,0.0,0.0,0.5660785958332449,2.5446790880303496,1.0709935843139764,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,5.0,1.0139182601124048,1.0,0.0398159120231866,0.03926935098177691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9350742027163506,0.9222382508553367,0.0,0.0,0.0,0.0,0.0052806474268436,0.005208158916339249,0.0214970558881759,0.021201961473494613,0.0089000239968299,0.008777851575375738,0.0,0.0,0.0,0.0,0.0,0.0,3.926935098177691,0.0,0.0,0.0,0.0,92.22382508553368,0.0,0.0,0.5208158916339249,2.1201961473494615,0.8777851575375738,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,5.0,0.9563081879168748,1.0,0.0270079281181097,0.028241866439459275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8955968450754881,0.9365148770987373,0.0,0.0,0.0,0.0,0.0041252244263887,0.004313697695483161,0.0180359072983264,0.01885993189874699,0.008396029472351,0.008779627298434057,0.0,0.0,0.0,0.0,0.0,0.0,2.8241866439459273,0.0,0.0,0.0,0.0,93.65148770987372,0.0,0.0,0.4313697695483161,1.885993189874699,0.8779627298434057,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,5.0,0.9544175527989864,1.0,0.0267987865954637,0.028078681617780238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8792648054659367,0.9212579995907955,0.0,0.0,0.0,0.0,0.0065779387950897,0.006892097463839399,0.0274956040084362,0.0288087786397063,0.011362062767148,0.01190470851445144,0.0,0.0,0.0,0.0,0.0,0.0,2.807868161778024,0.0,0.0,0.0,0.0,92.12579995907954,0.0,0.0,0.68920974638394,2.88087786397063,1.190470851445144,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,5.0,0.926321839913726,1.0,0.0270213522017002,0.029170587410760892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8668605275452137,0.9358092297877266,0.0,0.0,0.0,0.0,0.0029449928551912,0.0031792328846154435,0.0176475699990987,0.019051229538906617,0.0089859440922737,0.009700671737493111,0.0,0.0,0.0,0.0,0.0,0.0,2.9170587410760893,0.0,0.0,0.0,0.0,93.58092297877266,0.0,0.0,0.31792328846154433,1.9051229538906616,0.9700671737493111,0.0,0.0,0.0
target-only-sampling,kv-cache,qwen25-1p5b-local,5.0,0.9653419144451618,1.0,0.0292180031538009,0.030266999408799303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9035597741603852,0.9359997329855024,0.0,0.0,0.0,0.0,0.0032503772526979,0.003367073576791785,0.0185979288071393,0.01926563897085999,0.0077319610863924,0.008009556998088503,0.0,0.0,0.0,0.0,0.0,0.0,3.02669994087993,0.0,0.0,0.0,0.0,93.59997329855024,0.0,0.0,0.3367073576791785,1.926563897085999,0.8009556998088504,0.0,0.0,0.0
